CORWITH	Margaritaville Skinny Island Punch	91.77
CORWITH	Kinky Blue	90.00
CORWITH	Jeremiah Weed Peach Sweet Tea	86.88
COUNCIL BLUFFS	Four Roses Single Barrel	997.77
COUNCIL BLUFFS	UV Peach Mini	996.12
COUNCIL BLUFFS	Lexington	990.54
COUNCIL BLUFFS	Dr. McGillicuddy's Grape	990.00
COUNCIL BLUFFS	Bacardi Black Razz Miniature	99.60
CRESTON	Dekuyper Peachtree Schnapps Pet	998.04
CRESTON	Midnight Moon Apple Pie w/Pourer & 2 Shot Glasses	990.00
CRESTON	Rich & Rare Caramel	982.50
CRESTON	Sobieski w/2 Shot Glasses	98.94
CRESTON	Black Velvet Toasted Caramel Mini	98.04
Cascade	Canadian Woods Canadian Why	77.52
Cascade	Five Star	67.14
Cascade	Fleischmann's Royal Vodka 80 Prf	61.62
Cascade	Jim Beam	415.80
Cascade	Bacardi Limon	37.17
Casey	Fireball Cinnamon Whiskey	161.64
Cedar Falls	Dr. Mcgillicuddy's Cherry Schnapps	997.38
Cedar Falls	Smirnoff Watermelon	99.04
Cedar Falls	Seagrams 7 Crown Bl Whiskey	988.56
Cedar Falls	Smirnoff Vodka 80 Prf	971.31
Cedar Falls	Fulton's Harvest Pumpkin Liqueur	97.80
Charles City	Lauder's	97.62
Charles City	Fireball Cinnamon Whisky	96.00
Charles City	Bacardi Classic Cocktails Strawberry Daiquiri	90.00
Charles City	Cedar Ridge Malted Rye	88.53
Charles City	Paramount Creme De Cacao/dark	85.56
Clarinda	Canadian Mist Canadian Why Pet	99.54
Clarinda	Kessler Blend Whiskey	99.24
Clarinda	Popov Vodka 80 Prf	99.00
Clarinda	Jose Cuervo Golden Margarita	94.50
Clarinda	Old Crow	94.44
Clarion	UV Vodka PET	98.94
Clarion	Scoresby Rare Scotch	96.66
Clarion	Southern Comfort	93.00
Clarion	Frangelico Liqueur	87.00
Clarion	Howdys Apple Pie	80.04
Clinton	Canadian Mist Canadian Why Pet	99.54
Clinton	Captain Morgan Long Island Iced Tea	99.00
Clinton	Gordon's Gin London Dry - Pet	99.00
Clinton	Malibu Coconut Rum	984.84
Clinton	Canadian Mist Whiskey Pet	97.92
Colfax	Paramount Blackberry Brandy	98.64
Colfax	Hennessy VS	94.44
Colfax	Canadian Ltd Whisky	73.92
Colfax	Mccormick Vodka Pet	64.80
Colfax	Barton Vodka	62.28
Colo	McCormick Vodka Mini	42.06
Colo	Captain Morgan Spiced Rum	180.00
Colo	Captain Morgan Original Spiced	163.08
Colo	Canadian Club Whisky Pet	141.84
Colo	Five O'clock Vodka	129.60
Columbus Junction	Jose Cuervo Especial Reposado Tequila	60.76
Columbus Junction	Presidente Grape Brandy (pedro Domecq)	50.96
Columbus Junction	Calvert Extra Bl Whiskey	33.06
Columbus Junction	E & J Vs Brandy Travelers	27.00
Columbus Junction	Captain Morgan Pineapple	24.78
Coon Rapids	Black Velvet	7.85
Coon Rapids	Skol Vodka	64.02
Coon Rapids	Five O'clock PET Vodka	60.72
Coon Rapids	Hpnotiq Mini	37.32
Coon Rapids	Jose Cuervo Authentic Lime Margarita	36.90
Coralville	Clase Azul Reposado	99.99
Coralville	El Mayor Blanco	99.00
Coralville	Prairie Organic Gin	99.00
Coralville	UV Vodka PET	98.94
Coralville	Canadian Mist Whiskey Pet	97.92
Crescent	Crown Royal Regal Apple	280.68
Crescent	Fireball Cinnamon Whisky	192.00
Crescent	Captain Morgan Spiced Rum	162.00
Crescent	Smirnoff Vodka 80 Prf	148.56
Creston	Kessler Blend Whiskey	99.18
Creston	Seagrams 7 Crown Bl Whiskey	98.88
Creston	Rich & Rare Apple	90.00
Creston	Jack Daniels Old #7 Black Lbl	896.52
Creston	Captain Morgan Spiced Rum Mini	86.40
Cumming	Swell Vodka	648.00
Cumming	Ingenioz	5,191.56
Cumming	Prairie Fire	4,855.68
Cumming	Steel Drum	3,818.04
Cumming	Rocket Fuel	116.16
DAYTON	Smirnoff Kissed Caramel	99.00
DAYTON	Bailey's Salted Caramel	97.45
DAYTON	Chi-Chi's Margarita W/tequila	95.46
DAYTON	Don Julio Anejo Tequila	94.48
DAYTON	Pinnacle Whipped	93.53
DE SOTO	Paramount Peppermint Schnapps	995.73
DE SOTO	Paramount White Rum	970.23
DE SOTO	Absolut Swedish Vodka 80 Prf Mini	950.40
DE SOTO	Yukon Jack Canadian Liqueur	94.56
DE SOTO	Crown Royal Canadian Whisky Mini	937.02
DELAWARE	Captain Morgan Spiced Rum Mini	99.00
DELAWARE	Paramount Blackberry Brandy	98.64
DELAWARE	Malibu Coconut Rum Mini	89.16
DELAWARE	Black Velvet	876.84
DELAWARE	McCormick Vodka Mini	84.12
DELHI	Jack Daniels Old #7 Black Lbl Flat	94.50
DELHI	Black Velvet	94.20
DELHI	Captain Morgan Spiced Rum	90.00
DELHI	Bailey's Original Irish Cream Minis	75.76
DELHI	Southern Comfort	73.90
DES MOINES	Isle of Jura Superstition	999.81
DES MOINES	Arrow Creme De Cassis	998.71
DES MOINES	Ciroc Apple	998.64
DES MOINES	Chivas Regal w/2 Glasses	998.64
DES MOINES	Dekuyper Cactus Juice Schnapps	997.70
DEWITT	Rumple Minze Peppermint Schnapps Liqueur	991.32
DEWITT	Uncle Val's	99.42
DEWITT	Mr. Boston Rock & Rye	975.84
DEWITT	Fulton''s Harvest Pumpkin Liqueur	97.80
DEWITT	Burnett's Gin London Dry	96.84
DOWS	Jose Cuervo Especial Reposado Flask	99.00
DOWS	Captain Morgan Spiced Rum Mini	99.00
DOWS	Midnight Moon Cherry	93.78
DOWS	Admiral Nelson Spiced Rum	829.32
DOWS	Jim Beam	803.58
DeWitt	Five O'clock Vodka	99.60
DeWitt	Gilbey's Gin London Dry	94.44
DeWitt	Fireball Cinnamon Whiskey Mini Dispenser	90.00
DeWitt	Bulleit 95 Rye	90.00
DeWitt	Dekuyper Buttershots Schnapps	9.45
Decorah	Captain Morgan Long Island Iced Tea	99.00
Decorah	Gordon's Gin London Dry - Pet	99.00
Decorah	FrappaChata Iced Coffee Blend	99.00
Decorah	Gordon's Vodka 80 Prf	94.68
Decorah	Windsor Canadian Pet	85.08
Delmar	Jim Beam	94.56
Delmar	Captain Morgan Spiced Rum	81.00
Delmar	Tanqueray Gin	62.94
Delmar	Paramount Peppermint Schnapps	33.78
Delmar	Salvador's Margarita 4pak	31.98
Dunlap	Barton Vodka	81.80
Dunlap	Dekuyper Buttershots	70.86
Dunlap	Crown Royal	611.40
Dunlap	Dekuyper Sour Apple	47.24
Dunlap	Castillo Silver Rum	44.04
Durant	Hawkeye Vodka	90.18
Durant	Juarez Tequila Gold	9.75
Durant	Seagrams Extra Dry Gin	9.74
Durant	Jose Cuervo Golden Margarita	9.63
Durant	Kessler Blend Whiskey	9.46
Dyersville	Jose Cuervo Especial Silver	94.44
Dyersville	Four Roses Single Barrel	90.78
Dyersville	Kinky Blue	90.00
Dyersville	UV Sriracha	9.75
Dyersville	Grey Goose Vodka	83.22
Dysart	Five O'clock Vodka	75.12
Dysart	Paramount White Rum	72.00
Dysart	Barton Vodka	71.52
Dysart	Black Velvet	324.12
Dysart	Hawkeye Vodka	129.12
EAGLE GROVE	Cabin Still Str Bourbon	996.30
EAGLE GROVE	New Amsterdam Vodka	993.60
EAGLE GROVE	Midnight Moon Apple Pie	99.00
EAGLE GROVE	Midnight Moon Strawberry	99.00
EAGLE GROVE	Captain Morgan Long Island Iced Tea	980.88
ELDORA	Captain Morgan Private Stock Rum	996.68
ELDORA	Crown Royal Maple	991.68
ELDORA	Bacardi Dragon Berry	99.12
ELDORA	Dr. Mcgillicuddy's Vanilla	982.33
ELDORA	Dekuyper Island Punch Pucker	98.95
ELLSWORTH	Black Velvet Toasted Caramel	952.22
ELLSWORTH	Jack Daniels Old #7 Black Lbl Mini	908.70
ELLSWORTH	Canadian Ltd Whisky	9,904.36
ELLSWORTH	Maker's Mark	887.88
ELLSWORTH	Bailey's Original Irish Cream	865.10
ELY	Lucid Absinthe	97.50
ELY	Jeremiah Weed Sweet Tea Vodka	937.20
ELY	Midnight Moon Blueberry	93.78
ELY	Tequila Rose Liqueur	90.11
ELY	Patron Silver Tequila	88.50
Earlham	Jagermeister Liqueur	54.24
Earlham	Jose Cuervo Authentic Lime Margarita	41.58
Earlham	Captain Morgan Original Spiced	163.08
Earlham	Captain Morgan Spiced Barrel	162.00
Earlham	Jose Cuervo Especial Reposado Tequila	15.74
Edgewood	Five O'clock Gin	78.00
Edgewood	Five O'clock Vodka	68.86
Edgewood	Absolut Swedish Vodka 80 Prf	67.47
Edgewood	Grey Goose Vodka	55.48
Edgewood	Dr. Mcgillicuddy's Mentholmint	51.96
Eldora	Lauder's	97.62
Eldora	Old Crow	94.44
Eldora	Lauder's Scotch Traveler	92.40
Eldora	Chi-Chi's Pina Colada W/rum	9.75
Eldora	Bacardi Superior Rum	67.50
Elma	Five O'clock Vodka	75.12
Elma	Tippy Cow Orange Cream	30.00
Elma	Captain Morgan Spiced Rum	211.56
Elma	Admiral Nelson Spiced Rum	207.96
Elma	Dr. Mcgillicuddy's Mentholmint	198.00
Ely	Paramount Peach Schnapps	85.56
Ely	Evan Williams Str Bourbon	134.52
Emmetsburg	Woodford Reserve Bourbon	98.97
Emmetsburg	Jack Daniels Old #7 Black Lbl	960.48
Emmetsburg	Rondiaz Rum Spiced	90.00
Emmetsburg	Emmets Irish Cream Liqueur	9.75
Emmetsburg	Ten High	87.12
Everly	Black Velvet	213.48
Everly	Canadian Reserve Whisky	176.64
Everly	Calvert Extra Bl Whiskey	123.84
FAIRBANK	Malibu Black	99.36
FAIRBANK	Maui Blue Hawaiian Schnapps	96.12
FAIRBANK	Bacardi O	96.00
FAIRBANK	Paramount Peach Schnapps	95.54
FAIRBANK	Paul Masson Grande Amber Brandy	94.46
FARMINGTON	Red Stag Spiced	99.24
FARMINGTON	Bacardi Superior Rum	977.52
FARMINGTON	Paramount Amaretto	96.20
FARMINGTON	Uv Blue (raspberry) Vodka	949.92
FARMINGTON	Black Velvet Mini	94.80
FLOYD	Ten High	999.18
FLOYD	Captain Morgan Long Island Iced Tea	99.00
FLOYD	Fleischmann's Preferred Bl Whiskey	98.91
FLOYD	Jack Daniels Old #7 Black Lbl Mini	955.08
FLOYD	Stolichnaya Salted Karamel	95.95
FONDA	Hennessy Vs Cognac	90.00
FONDA	Smirnoff Vodka 80 Prf	875.88
FONDA	Crown Royal	781.32
FONDA	Seagrams 7 Crown Bl Whiskey	730.32
FONDA	Jack Daniels Old #7 Black Lbl	702.36
FORT ATKINSON	Paramount Apricot Flavored Brandy	994.83
FORT ATKINSON	Canadian Mist Whisky	97.22
FORT ATKINSON	Canadian Mist Canadian Why Pet	945.00
FORT ATKINSON	Captain Morgan Spiced Rum Pet	944.64
FORT ATKINSON	Korbel Brandy	944.34
FT. ATKINSON	Disaronno Amaretto	97.95
FT. ATKINSON	Canadian Mist Canadian Why Pet	94.50
FT. ATKINSON	Bacardi Limon	867.45
FT. ATKINSON	Jim Beam	856.87
FT. ATKINSON	Kamora Coffee Liqueur	84.96
Farley	Black Velvet	94.08
Farley	Hawkeye Vodka	60.12
Farley	Admiral Nelson Spiced Rum	52.02
Farley	Jack Daniels Old #7 Black Lbl Mini	40.77
Farley	Arrow Peppermint Schnapps	36.75
Floyd	Canadian Ltd Whisky	99.00
Floyd	Bird Dog Strawberry	90.00
Floyd	Hawkeye Light Rum	78.12
Floyd	Hawkeye Gin	76.20
Floyd	Phillips Vodka	68.40
Fort Madison	Jose Cuervo Especial Reposado Square	99.00
Fort Madison	Sweet Revenge	98.82
Fort Madison	Jack Daniels Old #7 Black Lbl	960.48
Fort Madison	Jameson	95.96
Fort Madison	Jose Cuervo Golden Strawberry Margarita	94.44
GRAND MOUND	Jose Cuervo Especial Reposado Tequila	979.33
GRAND MOUND	Templeton Rye	976.74
GRAND MOUND	Absolut Swedish Vodka 80 Prf Mini	95.04
GRAND MOUND	Jim Beam Mini	92.21
GRAND MOUND	Seagrams 7 Crown Bl Whiskey Mini	9.25
GREENE	Canadian Woods Canadian Why	994.19
GREENE	Bailey's Salted Caramel	97.23
GREENE	Windsor Canadian	957.10
GREENE	Canadian Mist Canadian Why Pet	94.50
GREENE	Midnight Moon Blackberry	93.78
GREENFIELD	1800 Silver Tequila	996.79
GREENFIELD	Tanqueray Gin	993.80
GREENFIELD	Smirnoff Strawberry Vodka	98.96
GREENFIELD	Sobieski w/2 Shot Glasses	98.94
GREENFIELD	Kahlua w/Absolut 50ml & White Russian Glass	98.94
GUTHRIE CENTER	Jose Cuervo Especial Reposado Tequila	975.46
GUTHRIE CENTER	Bartenders Hot Sex	97.76
GUTHRIE CENTER	Kahlua Coffee Liqueur	966.08
GUTHRIE CENTER	Black Velvet Toasted Caramel	942.09
GUTHRIE CENTER	Paramount Peach Flavored Brandy	90.35
George	Windsor Canadian Pet	85.08
George	Five O'clock Vodka	75.12
George	Jim Beam Apple	62.96
George	Arrow Blackberry Flav Brandy	47.85
George	Jagermeister Liqueur	46.62
Greene	Absolut Swedish Vodka 80 Prf	89.96
Greene	Titos Handmade Vodka	57.00
Greene	Crown Royal Vanilla	46.78
Greene	Captain Morgan Spiced Rum	35.26
Greene	Ketel One Imported Vodka	33.00
Grimes	Burnett's Vodka 80 Prf	99.54
Grimes	Captain Morgan Long Island Iced Tea	99.00
Grimes	Titos Handmade Mini	96.00
Grimes	Chi-Chi's Pina Colada W/rum	9.75
Grimes	Dekuyper Melon Liqueur	9.45
Grinnell	Old Crow	94.44
Grinnell	New Amsterdam Gin	93.60
Grinnell	Jack Daniels Tennessee Honey	93.44
Grinnell	Canadian Ltd Whisky	91.83
Grinnell	Casa Noble Crystal	90.00
Guthrie Center	Dekuyper Sour Apple Pucker	9.71
Guthrie Center	Dekuyper Buttershots	9.71
Guthrie Center	Burnett's Vodka 80 Prf	80.64
Guthrie Center	J & B Rare Scotch	73.52
Guthrie Center	Sunny Brook Blend Whiskey	72.00
HAMPTON	Amarula Creme Liqueur	99.84
HAMPTON	Jim Beam Maple	99.30
HAMPTON	Kessler Blend Whiskey	99.18
HAMPTON	Smirnoff Strawberry	99.04
HAMPTON	Remy Martin Vsop Cognac	98.91
HARLAN	Drambuie Liqueur	993.44
HARLAN	New Amsterdam Gin	990.83
HARLAN	Smirnoff Cranberry	99.04
HARLAN	Kinky Liqueur Mini	985.47
HARLAN	Stone Fence Apple Cider Whiskey	982.08
HIAWATHA	Kinky Liqueur Mini	985.55
HIAWATHA	Crown Royal Black	984.90
HIAWATHA	Nikolai Vodka	972.00
HIAWATHA	Patron Roca Silver	945.00
HIAWATHA	Midnight Moon Apple Pie	941.15
HOLSTEIN	Clan Macgregor Scotch	993.57
HOLSTEIN	Dewars Highlander Honey	99.40
HOLSTEIN	Basil Hayden 8YR	99.18
HOLSTEIN	Maker's Mark Replica	99.12
HOLSTEIN	Captain Morgan Spiced Rum Mini	99.00
HOLY CROSS	Ten High	977.16
HOLY CROSS	Patron Tequila Silver	972.00
HOLY CROSS	Bailey's Original Irish Cream	918.00
HOLY CROSS	Kapali Coffee Liqueur	90.96
HOLY CROSS	Hawkeye Bacon Vodka	90.24
HUBBARD	Bailey's Salted Caramel	97.45
HUBBARD	Bacardi Superior Rum	968.85
HUBBARD	Sipp'n Sweet Corn	94.50
HUBBARD	Midnight Moon Blackberry	93.78
HUBBARD	Midnight Moon Apple Pie	93.78
HUDSON	Jack Daniel's Tennessee Honey	993.49
HUDSON	Templeton Rye	976.80
HUDSON	Burnett's Vodka 80 Prf	976.78
HUDSON	Don Julio Anejo Tequila	97.48
HUDSON	Skol Vodka	97.17
Hampton	Bailey's Original Irish Cream	98.25
Hampton	Lauder's	97.62
Hampton	Black Velvet	951.57
Hampton	1800 Ultimate Margarita	85.50
Hampton	Windsor Canadian Pet	85.08
Hospers	Hawkeye Vodka	68.49
Hospers	Jack Daniels Old #7 Black Lbl	280.32
Hospers	Southern Comfort	28.68
Hospers	Jack Daniels Old #7 Black Lbl Mini	27.18
Hospers	Bacardi Superior Rum Mini	24.93
IDA GROVE	Canadian Mist Whisky	997.45
IDA GROVE	Captain Morgan Spiced Rum Mini	99.00
IDA GROVE	Kahlua w/Absolut 50ml & White Russian Glass	98.94
IDA GROVE	Black Velvet Reserve	971.76
IDA GROVE	Seagrams Vodka	96.84
IOWA FALLS	Glenlivet 18yr	997.36
IOWA FALLS	Margaritaville Silver Tequila	992.04
IOWA FALLS	Ricacha Horchata	990.00
IOWA FALLS	Bacardi Pineapple Fusion	99.78
IOWA FALLS	Monte Alban Mezcal	99.43
Independence	Kessler Blend Whiskey	99.18
Independence	Calvert Extra Bl Whiskey	99.18
Independence	Black Velvet Traveler	94.20
Independence	E & J Vs Brandy	9.00
Independence	Wild Turkey 101	88.98
Iowa Falls	Calvert Extra Bl Whiskey	99.18
Iowa Falls	Captain Morgan Long Island Iced Tea	99.00
Iowa Falls	Johnnie Walker Black	94.47
Iowa Falls	Bacardi Superior Rum	909.00
Iowa Falls	1800 Ultimate Watermelon Margarita	90.36
JEFFERSON	Kessler Blend Whiskey Traveler	99.24
JEFFERSON	Crown Royal Xr Canadian Whiskey	98.99
JEFFERSON	Chi-Chi's Skinny Margarita	976.93
JEFFERSON	Jose Cuervo Authentic Grapefruit Tangerine Margarita	97.90
JEFFERSON	Fulton''s Harvest Pumpkin Liqueur	97.80
JESUP	Barton Vodka	987.23
JESUP	Canadian Club Whisky	964.63
JESUP	Midnight Moon Original	93.78
JESUP	Clearheart Gin	92.25
JESUP	Cruzan Vanilla Rum	90.19
KEOSAUQUA	Canadian Mist	99.54
KEOSAUQUA	Captain Morgan Long Island Iced Tea	99.00
KEOSAUQUA	Seagrams V.o. Bl Canadian Whisky	989.40
KEOSAUQUA	Crown Royal Black	984.66
KEOSAUQUA	Crown Royal Xr Canadian Whiskey	98.99
Kalona	Five Star	79.20
Kalona	Bombay Sapphire Gin	243.00
Kalona	Hornitos Gold	217.32
Kalona	Sauza Blanco Silver	171.00
Kalona	Juarez Tequila Gold	135.00
Keosauqua	Lauder's	97.62
Keosauqua	Captain Morgan 100 Proof Spiced Rum	92.16
Keosauqua	Black Velvet	89.58
Keosauqua	Windsor Canadian Pet	85.08
Keosauqua	Crown Royal Canadian Whisky	84.69
LAKE PARK	Captain Morgan Black Spiced	99.00
LAKE PARK	Paramount Blackberry Brandy	98.64
LAKE PARK	Uv Ivory (vanilla) Vodka	96.92
LAKE PARK	Bailey's Original Irish Cream	948.27
LAKE PARK	Arrow Spearmint Schnapps	90.00
LAURENS	Tequila Rose Liqueur	997.59
LAURENS	Crown Royal Xr Canadian Whiskey	98.24
LAURENS	Dr. Mcgillicuddy's Mentholmint	974.97
LAURENS	Dekuyper Hot Damn!	969.45
LAURENS	Dr. Mcgillicuddy's Cherry Schnapps	962.34
LAWLER	Popov Vodka 80 Prf	99.00
LAWLER	Paramount Cherry Flavored Brandy	98.64
LAWLER	Juarez Tequila Gold	964.56
LAWLER	Mc Gregor's Scotch	94.80
LAWLER	X Rated Fusion Liqueur	908.58
LE GRAND	Paramount Apricot Flavored Brandy	99.92
LE GRAND	Svedka	99.34
LE GRAND	Smirnoff Strawberry	99.04
LE GRAND	Ice Box Mudslide	98.36
LE GRAND	Seagrams Seven Crown Stone Cherry	98.12
LE MARS	Canadian Mist	99.54
LE MARS	Svedka Mango Pineapple	99.04
LE MARS	E.H. Taylor Small Batch Bourbon	99.00
LE MARS	Hendrick's Gin	984.89
LE MARS	Paramount Long Island Iced Tea	98.08
LEMARS	Goldschlager Cinnamon Schnapps	999.51
LEMARS	Dr. Mcgillicuddy's Apple Pie Schnapps	998.40
LEMARS	Bulleit Bourbon	997.42
LEMARS	Red Stag w/4-50mls	99.30
LEMARS	Smirnoff Orange	99.04
LENOX	Kessler Blend Whiskey	99.12
LENOX	Ten High	98.40
LENOX	Fleischmann's Royal Vodka	94.81
LENOX	1800 Reposado Tequila	92.76
LENOX	Dekuyper Cactus Juice	91.44
LOST NATION	Admiral Nelson Cherry Spiced Rum	95.37
LOST NATION	Wild Turkey 101	944.76
LOST NATION	Bailey's Original Irish Cream	94.47
LOST NATION	Bacardi Classic Cocktails Strawberry Daiquiri	90.00
LOST NATION	Bird Dog Apple Flavored Whiskey	90.00
Lansing	Uv Blue (raspberry) Vodka	98.94
Lansing	Popov Vodka 80 Prf	81.00
Lansing	Everclear Alcohol	81.00
Lansing	Canadian Ltd Whisky	78.12
Lansing	Jose Cuervo Authentic Lime Margarita	73.80
Lawler	Captain Morgan Spiced Rum	324.00
Lawler	Crown Royal Regal Apple	271.32
Lawler	Southern Comfort	233.52
Lawler	Jim Beam	226.68
Lawler	Paramount Creme De Cacao/dark	21.39
Le Grand	Mccormick Vodka	9.94
Le Grand	Uv Blue (raspberry) Vodka	9.75
Le Grand	Captain Morgan Spiced Rum Mini	7.20
Le Grand	McCormick Vodka Mini	7.01
Le Grand	Crown Royal	67.61
Le Mars	Lady Bligh Spiced Rum	99.00
Le Mars	Black Velvet Traveler	94.20
Le Mars	Pendleton 1910	90.00
Le Mars	Crown Royal Regal Apple	893.40
Le Mars	Jack Daniels Single Barrel	82.78
Lemars	Beefeater Gin	98.94
Lemars	Kraken Black Spiced Rum	90.00
Lemars	Bacardi Superior Rum	85.50
Lemars	1800 Ultimate Margarita	85.50
Lemars	Patron Silver Tequila	84.00
MADRID	Prairie Fire	95.48
MADRID	Uv Red (cherry) Vodka	941.02
MADRID	Dekuyper Raspberry Pucker	94.50
MADRID	Canadian Mist Canadian Why Pet	94.50
MADRID	Canadian Club Whisky Pet	921.76
MANLY	Jack Daniels Old #7 Black Lbl	920.88
MANLY	Kinky Blue	90.00
MANLY	Captain Morgan Silver Spiced Rum	89.25
